author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/298369793/,Москва,sale,flat,23,25,1,42.0,-1,0,10000000,, Москвитина,1к2,Рассказовка,Город-парк Первый Московский
Брусника Обмен,real_estate_agent,https://www.cian.ru/sale/flat/297827625/,Москва,sale,flat,20,23,1,49.0,-1,0,24900000,Можайский,Гжатская ,5к4,Давыдково,LIFE-Кутузовский
Веста,real_estate_agent,https://www.cian.ru/sale/flat/301811738/,Москва,sale,flat,7,17,1,36.0,-1,0,9300000,, Авиаконструктора Петлякова,13к1,Пыхтино,Солнцево парк
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301028787/,Москва,sale,flat,9,9,1,32.7,-1,0,9100000,Теплый Стан, Генерала Тюленева,35,Тёплый Стан,
Брусника Обмен,real_estate_agent,https://www.cian.ru/sale/flat/301581452/,Москва,sale,flat,12,12,1,39.2,-1,0,10650000,Отрадное,Березовая аллея,5,Отрадное,
Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/300670685/,Москва,sale,flat,4,5,1,30.0,-1,0,9700000,Южное Тушино,Лодочная ,35С1,Сходненская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299719558/,Москва,sale,flat,2,12,1,38.9,-1,0,11500000,Свиблово, Амундсена,7,Свиблово,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298273992/,Москва,sale,flat,2,15,1,38.1,-1,0,8500000,,,12Б,Бунинская аллея,"пос. Воскресенское, 12Б"
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/297683894/,Москва,sale,flat,4,9,1,33.0,-1,0,11650000,Марьина роща,Октябрьская ,91К1,Марьина Роща,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301595520/,Москва,sale,flat,11,14,1,38.5,-1,0,11600000,Марьино,Новомарьинская ,11К1,Братиславская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301379771/,Москва,sale,flat,11,24,1,37.7,-1,0,9000000,Бирюлево Восточное,6-я Радиальная ,7,Царицыно,Царицыно-2
QLS Group,real_estate_agent,https://www.cian.ru/sale/flat/300870296/,Москва,sale,flat,10,20,1,36.8,-1,0,8290000,Бирюлево Восточное,6-я Радиальная ,7/1к1,Царицыно,Царицыно-2
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301567601/,Москва,sale,flat,10,14,1,41.0,-1,0,10500000,Зябликово,Кустанайская ,7К4,Красногвардейская,
MadeState,real_estate_agent,https://www.cian.ru/sale/flat/300069031/,Москва,sale,flat,18,32,1,51.0,-1,0,26000000,Хорошевский,Хорошевское шоссе,12к1,Беговая,Дом на Беговой
ID 49525710,unknown,https://www.cian.ru/sale/flat/301539824/,Москва,sale,flat,11,12,1,37.2,-1,0,12450000,Солнцево,Солнцевский проспект,26,Солнцево,
Landis,real_estate_agent,https://www.cian.ru/sale/flat/296077364/,Москва,sale,flat,3,25,1,43.1,-1,0,10200000,, Радужная,4,Рассказовка,Град Московский
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301207400/,Москва,sale,flat,19,22,1,41.8,-1,0,12500000,Марьино,Перервинский бульвар,7К2,Братиславская,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/300974350/,Москва,sale,flat,8,21,1,38.5,-1,0,14550000,Хорошево-Мневники,3-я Хорошевская ,17А,Народное Ополчение,Вереск
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298675144/,Москва,sale,flat,8,17,1,42.7,-1,0,10950000,, Александры Монаховой,23,Коммунарка,Коммунарка
Андрей Зубаков,realtor,https://www.cian.ru/sale/flat/298260764/,Москва,sale,flat,15,17,1,42.0,-1,0,13000000,Кузьминки,Волгоградский проспект,138к4,Кузьминки,
МГСН,real_estate_agent,https://www.cian.ru/sale/flat/298583239/,Москва,sale,flat,13,16,1,36.0,-1,0,9640000,Чертаново Южное,Варшавское шоссе,131К2,Пражская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301593902/,Москва,sale,flat,1,4,1,33.5,-1,0,7800000,, 4-я Лесные поляны,1,Коммунарка,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300009662/,Москва,sale,flat,15,16,1,38.0,-1,0,10200000,Отрадное,Юрловский проезд,1,Отрадное,
ЗелАН,real_estate_agent,https://www.cian.ru/sale/flat/299945077/,Москва,sale,flat,13,18,1,36.9,-1,0,9900000,Марьино,Братиславская ,16К1,Братиславская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301752001/,Москва,sale,flat,3,25,1,44.7,-1,0,24500000,Раменки, Янковского,1к1,Аминьевская,Событие
RED,real_estate_agent,https://www.cian.ru/sale/flat/301173226/,Москва,sale,flat,2,16,1,39.0,-1,0,9500000,,проезд Чечерский,126,Бунинская аллея,Новое Бутово
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/295977963/,Москва,sale,flat,1,12,1,39.2,-1,0,8450000,Ивановское,Челябинская ,24К1,Новогиреево,
Сергей Головин,realtor,https://www.cian.ru/sale/flat/301133638/,Москва,sale,flat,3,48,1,45.0,-1,0,20000000,Бутырский,Новодмитровская ,2к6,Дмитровская,Савеловский Сити
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/301279667/,Москва,sale,flat,20,31,1,30.0,-1,0,14950000,Марфино,,к1,Владыкино,Вери ЖК
Мери Мовсисян,realtor,https://www.cian.ru/sale/flat/301556884/,Москва,sale,flat,7,12,1,35.0,-1,0,9200000,Метрогородок,Открытое шоссе,27К8,Бульвар Рокоссовского,
Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/299563667/,Москва,sale,flat,15,17,1,38.4,-1,0,17840000,Войковский,Старопетровский проезд,8,Войковская,
Елена Кудрявцева,realtor,https://www.cian.ru/sale/flat/300873947/,Москва,sale,flat,6,7,1,35.0,-1,0,14650000,Таганский,Нижегородская ,32С3,Калитники,Loft FM
ID 33515281,unknown,https://www.cian.ru/sale/flat/299034165/,Москва,sale,flat,3,9,1,31.4,-1,0,12560000,Таганский,Волгоградский проспект,18,Пролетарская,
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/295399013/,Москва,sale,flat,4,5,1,36.0,-1,0,6700000,, Прудовая,1а,Щербинка,
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/301108336/,Москва,sale,flat,17,17,1,38.0,-1,0,9700000,Западное Дегунино,Ангарская ,22К1,Грачёвская,
Роман Иванов,realtor,https://www.cian.ru/sale/flat/301788923/,Москва,sale,flat,3,9,1,36.8,-1,0,15000000,Южнопортовый, Симоновский Вал,13К1,Пролетарская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/298021901/,Москва,sale,flat,15,23,1,0.6,-1,0,15900000,Нагорный,Электролитный проезд,16к4,Нагорная,Вершинино
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301277267/,Москва,sale,flat,18,21,1,49.2,-1,0,23990000,Тропарево-Никулино, Мичуринский проспект Олимпийская деревня,1к1,Мичуринский проспект,Чемпион парк
Наталья Бондаренко,realtor,https://www.cian.ru/sale/flat/299990269/,Москва,sale,flat,6,12,1,35.3,-1,0,14990000,Академический, Винокурова,12К4,Академическая,
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300920332/,Москва,sale,flat,1,12,1,38.9,-1,0,11000000,Бабушкинский,Енисейская ,26,Бабушкинская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301462033/,Москва,sale,flat,3,9,1,40.3,-1,0,10700000,,проспект Магеллана,2,Прокшино,Испанские кварталы
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/298146793/,Москва,sale,flat,8,12,1,38.7,-1,0,10500000,Митино,Уваровский переулок,10,Пенягино,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298213083/,Москва,sale,flat,2,3,1,41.8,-1,0,8500000,, Андерсена,14к1,Коммунарка,Андерсен
АЛЬФА 2017,real_estate_agent,https://www.cian.ru/sale/flat/301401833/,Москва,sale,flat,3,19,1,39.4,-1,0,9500000,, Москвитина,3к1,Рассказовка,Город-парк Первый Московский
Мариана Ефимова,realtor,https://www.cian.ru/sale/flat/297487459/,Москва,sale,flat,4,8,1,42.0,-1,0,14600000,Академический,Нахимовский проспект,42,Профсоюзная,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300297108/,Москва,sale,flat,21,22,1,34.0,-1,0,17000000,Хорошевский,1-я Магистральная ,25,Хорошёвская,Сити-комплекс Мята
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/301514149/,Москва,sale,flat,4,9,1,30.8,-1,0,9600000,Левобережный,Ленинградское шоссе,112/1,Беломорская,
Идеальный Вариант,real_estate_agent,https://www.cian.ru/sale/flat/301812761/,Москва,sale,flat,4,9,1,32.6,-1,0,10900000,Москворечье-Сабурово,Пролетарский проспект,2,Каширская,
Самолет плюс,real_estate_agent,https://www.cian.ru/sale/flat/300472479/,Москва,sale,flat,5,12,1,40.5,-1,0,11800000,, Василия Аксенова,2,Рассказовка,
ЛэндЛ,real_estate_agent,https://www.cian.ru/sale/flat/298397251/,Москва,sale,flat,17,17,1,37.0,-1,0,10620000,, Самуила Маршака,24,Рассказовка,Переделкино Ближнее Город-парк
ID 110154738,homeowner,https://www.cian.ru/sale/flat/300692309/,Москва,sale,flat,1,14,1,33.6,-1,0,10600000,Щукино, Расплетина,19К2,Октябрьское поле,
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301578537/,Москва,sale,flat,8,8,1,42.4,-1,0,10950000,, Эдварда Грига,17,Потапово,Скандинавия
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301201023/,Москва,sale,flat,10,17,1,36.7,-1,0,11300000,Москворечье-Сабурово,Кантемировская ,20К1,Кантемировская,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/301809197/,Москва,sale,flat,3,12,1,35.2,-1,0,11300000,Кунцево,Молодогвардейская ,38К1,Молодёжная,
ОЛ ИНКЛЮЗИВ,real_estate_agent,https://www.cian.ru/sale/flat/301732160/,Москва,sale,flat,17,17,1,39.5,-1,0,10300000,,,20,Ольховая,
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/301785288/,Москва,sale,flat,19,22,1,43.0,-1,0,19000000,Щукино,Большой Волоколамский проезд,23,Стрешнево,Комплекс апартаментов B’aires
Самолет Плюс Москва ЦАО,real_estate_agent,https://www.cian.ru/sale/flat/301489628/,Москва,sale,flat,5,9,1,31.9,-1,0,10650000,Нагорный,Болотниковская ,9,Варшавская,
Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/300622311/,Москва,sale,flat,3,8,1,49.7,-1,0,15950000,Лефортово,Энергетическая ,22,Авиамоторная,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301715177/,Москва,sale,flat,10,20,1,40.0,-1,0,23500000,Филевский парк,Большая Филевская ,3к4,Фили,Западный порт
MY HOME,real_estate_agent,https://www.cian.ru/sale/flat/299095001/,Москва,sale,flat,1,5,1,18.8,-1,0,5760000,Таганский, Талалихина,39,Пролетарская,
Московский Риэлторский Центр,real_estate_agent,https://www.cian.ru/sale/flat/301158947/,Москва,sale,flat,4,17,1,37.9,-1,0,9800000,Северное Бутово,Куликовская ,7,Бульвар Дмитрия Донского,
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/301754933/,Москва,sale,flat,5,8,1,49.9,-1,0,63000000,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/298296311/,Москва,sale,flat,13,17,1,37.1,-1,0,10300000,Митино,Митинская ,55,Пятницкое шоссе,
Самолет плюс,real_estate_agent,https://www.cian.ru/sale/flat/297128554/,Москва,sale,flat,12,12,1,32.0,-1,0,8000000,,проспект Куприна,40к1,Бунинская аллея,Эко Бунино
ПИА Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301398177/,Москва,sale,flat,25,25,1,53.1,-1,0,17050000,Кв-ра в развитом е!1-комн. квартира,25/25 этаж,,,
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/301668130/,Москва,sale,flat,6,16,1,39.0,-1,0,12399000,,бульвар Скандинавский,8,Потапово,Скандинавия
Landis,real_estate_agent,https://www.cian.ru/sale/flat/297130698/,Москва,sale,flat,4,5,1,36.0,-1,0,10500000,Марфино,Малая Ботаническая ,14,Фонвизинская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/298295575/,Москва,sale,flat,7,8,1,32.0,-1,0,9500000,Рязанский,Луховицкая ,2/57,Окская,
ТРИИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/301783944/,Москва,sale,flat,4,8,1,32.0,-1,0,14700000,Таганский,Нижегородская ,13А,Москва-Товарная,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301573550/,Москва,sale,flat,9,18,1,35.0,-1,0,22600000,Таганский,Марксистская ,1к1,Марксистская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299732160/,Москва,sale,flat,8,9,1,39.7,-1,0,10760000,Перово,1-я Владимирская ,18К5,Перово,
OPN PARTNER,real_estate_agent,https://www.cian.ru/sale/flat/300648657/,Москва,sale,flat,12,12,1,38.2,-1,0,9490000,Алтуфьевский,Костромская ,4,Бибирево,
KINS Group,real_estate_agent,https://www.cian.ru/sale/flat/294990201/,Москва,sale,flat,12,17,1,38.8,-1,0,11490000,Новокосино,Городецкая ,9К1,Новокосино,
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300922960/,Москва,sale,flat,8,22,1,47.3,-1,0,17974000,Чертаново Южное, Академика Янгеля,1к1,Улица Академика Янгеля,Чертановский
ID 103991409,homeowner,https://www.cian.ru/sale/flat/301791013/,Москва,sale,flat,1,5,1,31.4,-1,0,9500000,Измайлово,Измайловский бульвар,37,Первомайская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299938068/,Москва,sale,flat,14,17,1,37.9,-1,0,10450000,Братеево, Борисовские Пруды,18К1,Борисово,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301737950/,Москва,sale,flat,8,17,1,38.0,-1,0,9000000,Бирюлево Восточное,6-я Радиальная ,7/1к1,Царицыно,Царицыно-2
Самолет Плюс Москва ЦАО,real_estate_agent,https://www.cian.ru/sale/flat/301364751/,Москва,sale,flat,8,9,1,36.0,-1,0,13950000,Тимирязевский,Дмитровский проезд,14,Дмитровская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300100659/,Москва,sale,flat,18,18,1,37.7,-1,0,13700000,,проспект Прокшинский,12,Прокшино,Прокшино
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/300708535/,Москва,sale,flat,9,34,1,31.8,-1,0,14550000,Очаково-Матвеевское,,1.1,Аминьевская,Матвеевский Парк ЖК
ID 143305,realtor,https://www.cian.ru/sale/flat/301805030/,Москва,sale,flat,1,17,1,40.0,-1,0,10300000,Митино, Генерала Белобородова,12,Митино,
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/298838173/,Москва,sale,flat,2,15,1,48.8,-1,0,12700000,Бирюлево Восточное,6-я Радиальная ,5к1,Царицыно,Царицыно
Людмила Геберт,realtor,https://www.cian.ru/sale/flat/299207938/,Москва,sale,flat,1,9,1,35.0,-1,0,10850000,Войковский,Выборгская ,8,Водный стадион,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301715083/,Москва,sale,flat,4,12,1,35.0,-1,0,9300000,Алтуфьевский,Путевой проезд,42,Бескудниково,
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300892101/,Москва,sale,flat,3,17,1,37.9,-1,0,11000000,, Бориса Пастернака,33к2,Рассказовка,
Реалист,real_estate_agent,https://www.cian.ru/sale/flat/299923856/,Москва,sale,flat,9,14,1,42.7,-1,0,10500000,, 1-я Ватутинская,12к2,Коммунарка,Russian Design District
Самолет Плюс,real_estate_agent,https://www.cian.ru/sale/flat/300008616/,Москва,sale,flat,4,5,1,22.0,-1,0,6600000,Аэропорт,2-й Амбулаторный проезд,8С3,Красный Балтиец,
Landis,real_estate_agent,https://www.cian.ru/sale/flat/300832689/,Москва,sale,flat,11,17,1,37.9,-1,0,10400000,Некрасовка, Вертолетчиков,9к2,Некрасовка,Некрасовка
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/297872617/,Москва,sale,flat,3,25,1,33.1,-1,0,11000000,Метрогородок,Тагильская ,4к1,Бульвар Рокоссовского,Сиреневый парк
ТРИИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/300135811/,Москва,sale,flat,7,8,1,33.0,-1,0,13500000,Южнопортовый, Трофимова,15,Автозаводская,
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/299343727/,Москва,sale,flat,7,9,1,38.7,-1,0,12100000,Кузьминки,Волжский бульвар,29К2,Кузьминки,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300419481/,Москва,sale,flat,2,12,1,35.2,-1,0,11200000,Коптево,бульвар Матроса Железняка,11А,Коптево,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298463287/,Москва,sale,flat,1,14,1,54.7,-1,0,10350000,Покровское-Стрешнево,1-й Тушинский проезд,19,Тушинская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301033521/,Москва,sale,flat,5,20,1,35.8,-1,0,12300000,Западное Дегунино,Базовская ,15Бк1,Грачёвская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298346469/,Москва,sale,flat,6,14,1,34.3,-1,0,7770000,, Стожарова,11,Санино,Новое Внуково
ID 157322,realtor,https://www.cian.ru/sale/flat/301226797/,Москва,sale,flat,2,10,1,47.1,-1,0,9700000,, Липовый Парк,8к1,Коммунарка,Москва А101
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/296063154/,Москва,sale,flat,2,14,1,47.6,-1,0,21000000,Преображенское,Краснобогатырская ,90С2,Преображенская площадь,Наследие
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300789491/,Москва,sale,flat,9,25,1,41.3,-1,0,13500000,, Саларьевская,8к1,Саларьево,Саларьево парк
Владис,real_estate_agent,https://www.cian.ru/sale/flat/301512994/,Москва,sale,flat,17,38,1,51.9,-1,0,20000000,Хорошевский,Хорошевское шоссе,12к1,Беговая,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301217334/,Москва,sale,flat,1,12,1,35.4,-1,0,10700000,Северное Медведково,проезд Шокальского,31К3,Медведково,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/298340622/,Москва,sale,flat,12,27,1,44.1,-1,0,18500000,Хорошевский, Зорге,9к1,Зорге,Рихард
Mango Realty,real_estate_agent,https://www.cian.ru/sale/flat/300914311/,Москва,sale,flat,4,5,1,45.8,-1,0,4200000,,,,,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299984308/,Москва,sale,flat,13,16,1,41.8,-1,0,8650000,, Летчика Ульянина,7,Пыхтино,
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/297661462/,Москва,sale,flat,23,25,1,36.0,-1,0,17600000,Фили-Давыдково,Кастанаевская ,65,Кунцевская,
Статус,real_estate_agent,https://www.cian.ru/sale/flat/301314488/,Москва,sale,flat,4,9,1,35.6,-1,0,7990000,,проспект Новосередневский,17к1,Филатов Луг,Середневский лес
Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/298602064/,Москва,sale,flat,12,14,1,40.0,-1,0,9700000,, Фитаревская,6,Коммунарка,Аквилон PARK
Макспол Парк Культуры,real_estate_agent,https://www.cian.ru/sale/flat/299599495/,Москва,sale,flat,2,12,1,31.05,-1,0,10400000,Чертаново Южное, Академика Янгеля,8,Улица Академика Янгеля,
Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/301322319/,Москва,sale,flat,14,24,1,38.6,-1,0,14950000,Орехово-Борисово Южное, Генерала Белова,28к3,Домодедовская,Орехово-Борисово
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301184666/,Москва,sale,flat,12,22,1,45.0,-1,0,22500000,Тропарево-Никулино,Озерная ,35,Озёрная,Пикассо
Екатерина Чистякова,realtor,https://www.cian.ru/sale/flat/300242556/,Москва,sale,flat,12,16,1,40.4,-1,0,17900000,Даниловский,Автозаводская ,23С120,ЗИЛ,Парк Легенд
Адрес,real_estate_agent,https://www.cian.ru/sale/flat/299651299/,Москва,sale,flat,2,10,1,30.8,-1,0,6200000,, Золотошвейная,2,Филатов Луг,Цветочные Поляны
Марина Климова,realtor,https://www.cian.ru/sale/flat/300027066/,Москва,sale,flat,2,14,1,34.3,-1,0,9100000,Старое Крюково,Зеленоград,к830,Зеленоград — Крюково,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/295529312/,Москва,sale,flat,4,5,1,27.0,-1,0,24700000,Тверской, Петровка,26С3,Пушкинская,La Rue
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/298556528/,Москва,sale,flat,2,14,1,34.9,-1,0,10900000,Можайский, Кутузова,11,Рабочий посёлок,
MadeState,real_estate_agent,https://www.cian.ru/sale/flat/301364480/,Москва,sale,flat,18,42,1,40.7,-1,0,26500000,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
Владис,real_estate_agent,https://www.cian.ru/sale/flat/301156926/,Москва,sale,flat,4,9,1,25.5,-1,0,10500000,Хорошево-Мневники, Народного Ополчения,22К1,Народное Ополчение,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/300870617/,Москва,sale,flat,2,9,1,32.0,-1,0,11200000,Кунцево,Ельнинская ,22К1,Молодёжная,
Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/301734679/,Москва,sale,flat,3,14,1,26.86,-1,0,16500000,Раменки,проспект Генерала Дорохова,39к2М,Минская,Собрание клубных домов West Garden
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300206672/,Москва,sale,flat,9,19,1,35.4,-1,0,16800000,Солнцево,Производственная ,10к1,Солнцево,Лучи
Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/301553759/,Москва,sale,flat,3,33,1,31.5,-1,0,16900000,Хорошево-Мневники,Причальный проезд,10А,Шелепиха,Level Причальный
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/300658108/,Москва,sale,flat,19,33,1,31.7,-1,0,17190000,Хорошево-Мневники,Причальный проезд,10Б,Шелепиха,Level Причальный
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/301563188/,Москва,sale,flat,7,14,1,38.0,-1,0,17600000,Покровское-Стрешнево,Волоколамское шоссе,71к2,Спартак,Город на Реке Тушино-2018
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/297310150/,Москва,sale,flat,8,13,1,33.0,-1,0,18000000,Хорошевский,Ходынский бульвар,20А,ЦСКА,Лайнер
Московский Квартал,real_estate_agent,https://www.cian.ru/sale/flat/300542749/,Москва,sale,flat,24,29,1,37.7,-1,0,18000000,Очаково-Матвеевское,Аминьевское шоссе,4Д,Аминьевская,
Prime,real_estate_agent,https://www.cian.ru/sale/flat/300941020/,Москва,sale,flat,2,28,1,46.3,-1,0,18400000,Даниловский,1-я оч.,к7,ЗИЛ,Shagal
GENESIS Asset Management,real_estate_agent,https://www.cian.ru/sale/flat/299500139/,Москва,sale,flat,26,29,1,40.0,-1,0,19000000,Даниловский, Виктора Маслова,2,Автозаводская,RiverSky
Валерия Николаевна,realtor,https://www.cian.ru/sale/flat/301427687/,Москва,sale,flat,10,41,1,30.0,-1,0,18999000,Раменки, Василия Ланового,1к2,Аминьевская,Огни
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/300269721/,Москва,sale,flat,16,42,1,45.7,-1,0,18900000,Котловка,Севастопольский проспект,22А,Нагорная,Eniteo
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/297788340/,Москва,sale,flat,6,35,1,43.0,-1,0,25000000,Останкинский, Годовикова,11к2,Алексеевская,iLove
ID 53458229,homeowner,https://www.cian.ru/sale/flat/301464428/,Москва,sale,flat,4,9,1,33.0,-1,0,11900000,Коптево, Лихоборские Бугры,11,Лихоборы,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301036306/,Москва,sale,flat,8,9,1,38.0,-1,0,11590000,Лосиноостровский,Норильская ,3,Медведково,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298195100/,Москва,sale,flat,10,12,1,38.8,-1,0,9500000,,проспект Куприна,36к2,Бунинская аллея,Эко Бунино
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/300883239/,Москва,sale,flat,5,27,1,28.1,-1,0,14359000,Лефортово, Крузенштерна,10к1,Авиамоторная,Символ
Landis,real_estate_agent,https://www.cian.ru/sale/flat/300298041/,Москва,sale,flat,15,21,1,38.7,-1,0,9500000,Ново-Переделкино,Новопеределкинская ,15,Новопеределкино,
Брусника Обмен,real_estate_agent,https://www.cian.ru/sale/flat/301009650/,Москва,sale,flat,18,32,1,37.6,-1,0,14850000,Нижегородский,Газгольдерная ,10,Нижегородская,Profit
Владис,real_estate_agent,https://www.cian.ru/sale/flat/301539917/,Москва,sale,flat,7,13,1,32.2,-1,0,13500000,Гагаринский,проспект 60-летия Октября,5К1,Ленинский проспект,
Бест офис на Таганской,real_estate_agent,https://www.cian.ru/sale/flat/300728418/,Москва,sale,flat,3,19,1,55.7,-1,0,21000000,Хорошево-Мневники,проспект Маршала Жукова,76к2,Народное Ополчение,
Акрополь,real_estate_agent,https://www.cian.ru/sale/flat/297937991/,Москва,sale,flat,4,12,1,40.6,-1,0,9500000,Косино-Ухтомский,Святоозерская ,11,Лухмановская,
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/300857379/,Москва,sale,flat,2,14,1,42.5,-1,0,8300000,, Спортивная,17,Щербинка,
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/300531835/,Москва,sale,flat,32,46,1,45.0,-1,0,29000000,Хорошево-Мневники,Шелепихинская набережная,34к2зд2,Шелепиха,Сердце Столицы
Friends,real_estate_agent,https://www.cian.ru/sale/flat/300814999/,Москва,sale,flat,16,22,1,74.4,-1,0,41500000,Тропарево-Никулино,проспект Вернадского,92,Тропарёво,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301674348/,Москва,sale,flat,4,12,1,35.2,-1,0,9250000,Выхино-Жулебино,Ферганский проезд,14К2,Юго-Восточная,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/300615952/,Москва,sale,flat,8,12,1,35.7,-1,0,10400000,, Сервантеса,3к3,Филатов Луг,Испанские кварталы
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298274016/,Москва,sale,flat,11,17,1,37.6,-1,0,10800000,, Бориса Пастернака,49,Мичуринец,
Метриум Премиум - отдел вторичной недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/301388707/,Москва,sale,flat,14,22,1,38.0,-1,0,14400000,Хорошево-Мневники,3-я Хорошевская ,17А,Октябрьское поле,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298428352/,Москва,sale,flat,20,24,1,40.9,-1,0,10900000,Митино,Муравская ,46к2,Пятницкое шоссе,Эко-квартал Аквилон Митино
